SrcAddr,DstAddr,Proto,Sport,Dport,State,sTos,dTos,SrcWin,DstWin,sHops,dHops,StartTime,LastTime,sTtl,dTtl,TcpRtt,SynAck,AckDat,SrcPkts,DstPkts,SrcBytes,DstBytes,SAppBytes,DAppBytes,Dur,TotPkts,TotBytes,TotAppByte,Rate,SrcRate,DstRate,Label
125.237.168.32,147.32.84.229,udp,50564,13363,CON,0,0,,,22,1,49:44.7,49:44.7,106,127,0,0,0,1,1,76,1036,34,994,0.001135,2,1112,1028,881.057251,0,0,flow=Background-UDP-Established
124.244.226.56,147.32.84.229,udp,50332,13363,CON,0,0,,,13,1,49:44.7,17:58.0,115,127,0,0,0,8,6,4134,376,3798,122,1693.222412,14,4510,3920,0.007678,0.004134,0.002954,flow=Background-UDP-Established
213.255.21.170,147.32.84.229,tcp,51073,443,CON,0,0,254,65182,16,1,49:44.8,49:31.9,112,127,0,0,0,557,554,60851,50019,28754,18693,3587.117676,1111,110870,47447,0.309441,0.154999,0.154179,flow=Background
95.57.45.221,147.32.84.229,udp,11645,13363,CON,0,0,,,18,1,49:44.8,49:44.8,110,127,0,0,0,1,1,75,468,33,426,0.001465,2,543,459,682.593872,0,0,flow=Background-UDP-Established
147.32.84.229,208.88.186.4,udp,13363,34038,CON,0,0,,,1,9,49:44.8,38:55.4,127,55,0,0,0,7,7,940,478,646,184,2950.609619,14,1418,830,0.004406,0.002033,0.002034,flow=Background-UDP-Established
213.46.223.4,147.32.84.229,udp,17952,13363,CON,0,0,,,14,1,49:44.8,48:45.6,114,127,0,0,0,7,7,1295,434,1001,140,3540.857666,14,1729,1141,0.003671,0.001695,0.001695,flow=Background-UDP-Established
84.192.16.83,147.32.84.229,udp,65242,13363,CON,0,0,,,11,1,49:44.8,46:15.8,117,127,0,0,0,3,3,231,1483,105,1357,3391.061768,6,1714,1462,0.001474,0.00059,0.00059,flow=Background-UDP-Established
212.98.134.19,147.32.84.229,tcp,27011,443,CON,0,0,11680,65535,23,1,49:44.8,49:53.7,41,127,0.00017,0.00017,0,3,5,222,366,0,0,8.862608,8,588,0,0.789835,1.595662,0.451343,flow=Background-TCP-Established
147.32.84.229,208.88.186.7,udp,13363,34015,CON,0,0,,,1,9,49:44.8,49:32.8,127,55,0,0,0,18,18,2161,1430,1405,667,3587.998047,36,3591,2072,0.009755,0.004738,0.004738,flow=Background-UDP-Established
147.32.84.229,59.114.243.149,udp,13363,55765,CON,0,0,,,1,24,49:44.8,49:45.2,127,104,0,0,0,1,1,72,60,30,17,0.347026,2,132,47,2.881629,0,0,flow=Background-UDP-Established
41.190.94.171,147.32.84.229,tcp,4877,13363,CON,0,0,64873,64532,23,1,49:44.8,49:18.6,105,127,0,0,0,109,95,11054,6683,4762,1245,3573.828857,204,17737,6007,0.056802,0.030221,0.026302,flow=Background
83.233.49.177,147.32.84.229,udp,43684,13363,CON,0,0,,,13,1,49:44.8,33:50.5,115,127,0,0,0,2,2,150,120,66,36,2645.637939,4,270,102,0.001134,0.000378,0.000378,flow=Background-UDP-Established
147.32.85.25,147.32.80.9,udp,42663,53,CON,0,0,,,1,1,49:44.8,49:44.8,63,63,0,0,0,1,1,79,129,37,87,0.000225,2,208,124,4444.444336,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.85.25,147.32.80.9,udp,60842,53,CON,0,0,,,1,1,49:44.8,49:44.8,63,63,0,0,0,1,1,66,141,24,99,0.00024,2,207,123,4166.666992,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.84.229,152.3.88.239,udp,13363,12878,CON,0,0,,,1,16,49:44.8,50:58.9,127,112,0,0,0,2,2,146,120,62,36,74.065392,4,266,98,0.040505,0.013522,0.013522,flow=Background-UDP-Established
173.217.217.107,147.32.84.229,udp,4572,13363,CON,0,0,,,17,1,49:44.8,49:44.8,111,127,0,0,0,1,1,80,60,38,18,0.000939,2,140,56,1064.962769,0,0,flow=Background-UDP-Established
122.57.122.216,147.32.84.229,udp,22874,13363,CON,0,0,,,22,1,49:44.8,40:47.7,106,127,0,0,0,2,2,150,120,66,36,3062.822754,4,270,102,0.000979,0.000326,0.000326,flow=Background-UDP-Established
147.32.85.25,147.32.80.9,udp,50756,53,CON,0,0,,,1,1,49:44.8,49:44.8,63,63,0,0,0,1,1,79,129,37,87,0.000185,2,208,124,5405.405273,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.85.25,147.32.80.9,udp,43411,53,CON,0,0,,,1,1,49:44.8,49:44.8,63,63,0,0,0,1,1,66,141,24,99,0.000242,2,207,123,4132.231445,0,0,flow=To-Background-UDP-CVUT-DNS-Server
67.195.111.228,147.32.84.2,tcp,52795,80,FIN,0,0,6912,6912,17,1,49:44.8,49:45.2,47,63,0.17631,0.000134,0.176176,5,5,750,855,412,517,0.364034,10,1605,929,24.722965,10.990763,10.99203,flow=Background-TCP-Established
147.32.85.25,147.32.80.9,udp,55947,53,CON,0,0,,,1,1,49:44.8,49:44.8,63,63,0,0,0,1,1,79,129,37,87,0.000146,2,208,124,6849.314941,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.85.25,147.32.80.9,udp,60986,53,CON,0,0,,,1,1,49:44.8,49:44.8,63,63,0,0,0,1,1,66,141,24,99,0.000169,2,207,123,5917.159668,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.84.229,188.182.165.34,udp,13363,56802,CON,0,0,,,1,15,49:44.9,40:47.2,127,113,0,0,0,8,8,1109,910,773,574,3062.302246,16,2019,1347,0.004898,0.002286,0.002286,flow=Background-UDP-Established
147.32.84.229,96.49.41.101,udp,13363,35343,CON,0,0,,,1,13,49:44.9,46:46.2,127,115,0,0,0,11,2,2419,120,1957,35,3421.345947,13,2539,1992,0.003507,0.002923,0.081889,flow=Background-UDP-Established
147.32.84.229,109.107.74.144,udp,13363,33881,CON,0,0,,,1,12,49:44.9,48:23.1,127,116,0,0,0,10,10,1111,625,691,204,3518.222412,20,1736,895,0.0054,0.002558,0.002558,flow=Background-UDP-Established
147.32.84.229,114.45.243.81,udp,13363,61131,CON,0,0,,,1,23,49:44.9,43:55.8,127,105,0,0,0,8,8,975,942,639,606,3250.90625,16,1917,1245,0.004614,0.002153,0.002153,flow=Background-UDP-Established
147.32.84.229,125.229.240.123,udp,13363,61150,CON,0,0,,,1,24,49:44.9,41:19.7,127,104,0,0,0,13,13,878,2149,332,1603,3094.812256,26,3027,1935,0.008078,0.003878,0.003878,flow=Background-UDP-Established
147.32.84.229,152.3.205.178,udp,13363,44155,CON,0,0,,,1,14,49:44.9,31:01.3,127,114,0,0,0,3,3,638,203,512,77,2476.443848,6,841,589,0.002019,0.000808,0.000808,flow=Background-UDP-Established
147.32.84.229,72.194.77.244,udp,13363,43570,CON,0,0,,,1,15,49:44.9,26:56.2,127,113,0,0,0,3,3,623,602,497,475,2231.308105,6,1225,972,0.002241,0.000896,0.000896,flow=Background-UDP-Established
147.32.84.229,61.58.178.28,udp,13363,35211,CON,0,0,,,1,19,49:44.9,30:50.8,127,109,0,0,0,6,6,570,409,318,150,2465.932861,12,979,468,0.004461,0.002028,0.002028,flow=Background-UDP-Established
147.32.84.229,24.118.28.102,udp,13363,3035,CON,0,0,,,1,22,49:44.9,20:56.0,127,106,0,0,0,4,1,292,60,124,17,1871.280518,5,352,141,0.002138,0.001603,0,flow=Background-UDP-Established
147.32.84.229,64.56.5.87,udp,13363,51829,CON,0,0,,,1,16,49:44.9,40:46.6,127,112,0,0,0,4,4,266,270,98,102,3061.703613,8,536,200,0.002286,0.00098,0.00098,flow=Background-UDP-Established
212.80.64.214,147.32.84.229,udp,55920,13363,CON,0,0,,,12,1,49:44.9,44:38.2,116,127,0,0,0,4,4,309,650,141,482,3293.318604,8,959,623,0.002126,0.000911,0.000911,flow=Background-UDP-Established
84.75.141.150,147.32.84.229,udp,60366,13363,CON,0,0,,,12,1,49:44.9,42:01.4,116,127,0,0,0,6,6,2137,526,1885,274,3136.487549,12,2663,2159,0.003507,0.001594,0.001594,flow=Background-UDP-Established
147.32.87.40,147.231.100.5,udp,123,123,CON,0,0,,,0,6,49:44.9,48:52.9,64,58,0,0,0,56,56,5040,5040,2688,2688,3548.068848,112,10080,5376,0.031285,0.015501,0.015501,flow=Background-UDP-NTP-Established-1
147.32.85.25,147.32.80.9,udp,57206,53,CON,0,0,,,1,1,49:44.9,49:44.9,63,63,0,0,0,1,1,79,129,37,87,0.000566,2,208,124,1766.784424,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.85.25,147.32.80.9,udp,45673,53,CON,0,0,,,1,1,49:44.9,49:44.9,63,63,0,0,0,1,1,66,141,24,99,0.000605,2,207,123,1652.892578,0,0,flow=To-Background-UDP-CVUT-DNS-Server
208.101.239.96,147.32.84.229,udp,37077,13363,CON,0,0,,,20,1,49:44.9,46:39.8,108,127,0,0,0,8,8,1734,567,1398,230,3414.935791,16,2301,1628,0.004392,0.00205,0.00205,flow=Background-UDP-Established
147.32.85.25,147.32.80.9,udp,58731,53,CON,0,0,,,1,1,49:44.9,49:44.9,63,63,0,0,0,1,1,79,129,37,87,0.000338,2,208,124,2958.579834,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.85.25,147.32.80.9,udp,34726,53,CON,0,0,,,1,1,49:44.9,49:44.9,63,63,0,0,0,1,1,66,141,24,99,0.000224,2,207,123,4464.285645,0,0,flow=To-Background-UDP-CVUT-DNS-Server
208.54.87.212,147.32.84.229,udp,29592,13363,CON,0,0,,,24,1,49:44.9,49:44.9,40,127,0,0,0,1,1,480,60,438,17,0.002477,2,540,455,403.714172,0,0,flow=Background-UDP-Established
147.32.86.194,93.185.96.114,tcp,3706,80,FIN,0,0,65146,6980,1,9,49:44.9,49:45.1,127,55,0.001089,0.000772,0.000317,5,5,994,685,698,389,0.142176,10,1679,1087,63.301823,28.329414,28.287743,flow=Background-TCP-Established
147.32.85.25,147.32.80.9,udp,44568,53,CON,0,0,,,1,1,49:44.9,49:44.9,63,63,0,0,0,1,1,79,129,37,87,0.000246,2,208,124,4065.040527,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.85.25,147.32.80.9,udp,33245,53,CON,0,0,,,1,1,49:44.9,49:44.9,63,63,0,0,0,1,1,66,141,24,99,0.000242,2,207,123,4132.231445,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.85.25,147.32.80.9,udp,53336,53,CON,0,0,,,1,1,49:44.9,49:44.9,63,63,0,0,0,1,1,79,129,37,87,0.000219,2,208,124,4566.209961,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.85.25,147.32.80.9,udp,52038,53,CON,0,0,,,1,1,49:44.9,49:44.9,63,63,0,0,0,1,1,66,141,24,99,0.00026,2,207,123,3846.153809,0,0,flow=To-Background-UDP-CVUT-DNS-Server
74.125.232.205,147.32.84.118,tcp,443,49718,CON,0,0,1002,16156,9,2,49:44.9,49:44.8,55,126,0,0,0,156,141,27505,49209,18865,40965,3599.891113,297,76714,59830,0.082225,0.043057,0.039153,flow=Background-google-analytics14
178.128.138.156,147.32.84.229,udp,24018,13363,CON,0,0,,,12,1,49:44.9,40:59.4,116,127,0,0,0,6,6,1056,372,804,120,3074.472168,12,1428,924,0.003578,0.001626,0.001626,flow=Background-UDP-Established
202.215.198.129,147.32.84.229,udp,18043,443,CON,0,0,,,14,1,49:44.9,49:44.9,114,127,0,0,0,1,1,60,68,18,26,0.000832,2,128,44,1201.923096,0,0,flow=Background-UDP-Established
86.126.1.134,147.32.84.229,udp,14554,13363,CON,0,0,,,10,1,49:44.9,49:39.0,118,127,0,0,0,147,147,22051,15457,15877,9283,3594.011963,294,37508,25160,0.081524,0.040623,0.040623,flow=Background-UDP-Established
46.211.200.140,147.32.84.229,udp,51473,13363,CON,0,0,,,13,1,49:44.9,30:32.8,115,127,0,0,0,2,2,150,120,66,36,2447.833496,4,270,102,0.001226,0.000409,0.000409,flow=Background-UDP-Established
147.32.85.25,147.32.80.9,udp,38719,53,CON,0,0,,,1,1,49:44.9,49:44.9,63,63,0,0,0,1,1,79,129,37,87,0.000172,2,208,124,5813.953613,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.85.25,147.32.80.9,udp,34861,53,CON,0,0,,,1,1,49:44.9,49:44.9,63,63,0,0,0,1,1,66,141,24,99,0.00019,2,207,123,5263.157715,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.84.229,129.79.152.112,udp,13363,1589,CON,0,0,,,1,17,49:45.0,37:45.0,127,111,0,0,0,4,4,1086,254,918,86,2880.022705,8,1340,1004,0.002431,0.001042,0.001042,flow=Background-UDP-Established
92.253.120.22,147.32.84.229,udp,39765,13363,CON,0,0,,,13,1,49:45.0,48:46.5,115,127,0,0,0,11,11,2036,925,1574,463,3541.587646,22,2961,2037,0.00593,0.002824,0.002824,flow=Background-UDP-Established
121.218.46.14,147.32.84.229,udp,2415,13363,CON,0,0,,,27,1,49:45.0,50:54.8,101,127,0,0,0,7,7,527,826,233,532,69.853065,14,1353,765,0.186105,0.085896,0.085896,flow=Background-UDP-Established
147.32.87.252,147.32.80.9,udp,35618,53,CON,0,0,,,2,1,49:45.0,49:45.0,62,63,0,0,0,1,1,87,196,45,154,0.000372,2,283,199,2688.171875,0,0,flow=To-Background-UDP-CVUT-DNS-Server
82.23.35.52,147.32.84.229,udp,10221,13363,CON,0,0,,,14,1,49:45.0,42:34.7,114,127,0,0,0,7,7,526,853,232,559,3169.709961,14,1379,791,0.004101,0.001893,0.001893,flow=Background-UDP-Established
147.32.84.229,173.29.189.141,udp,13363,2471,CON,0,0,,,1,19,49:45.0,40:33.5,127,109,0,0,0,13,10,1308,1160,762,740,3048.5,23,2468,1502,0.007217,0.003937,0.002952,flow=Background-UDP-Established
147.32.87.252,147.32.80.9,udp,36832,53,CON,0,0,,,2,1,49:45.0,49:45.0,62,63,0,0,0,1,1,78,154,36,112,0.000279,2,232,148,3584.229492,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.86.194,93.185.96.114,tcp,3708,80,FIN,0,0,65398,7497,1,9,49:45.0,49:45.0,127,55,0.001196,0.000839,0.000357,5,5,1129,433,833,137,0.056661,10,1562,970,158.839417,71.588364,71.656334,flow=Background-TCP-Established
147.32.86.194,93.185.96.114,tcp,3710,80,FIN,0,0,65393,6624,1,9,49:45.0,49:45.1,127,55,0.001203,0.000858,0.000345,6,6,1092,3406,736,3062,0.074997,12,4498,3798,146.672531,67.486404,67.440887,flow=Background-TCP-Established
147.32.86.194,93.185.96.114,tcp,3712,80,FIN,0,0,65535,7220,1,9,49:45.0,49:45.1,127,55,0.001083,0.000789,0.000294,27,43,2338,59936,722,57594,0.079867,70,62274,58316,863.93634,329.894806,531.121216,flow=Background-TCP-Established
147.32.86.194,93.185.96.114,tcp,3714,80,FIN,0,0,65535,6579,1,9,49:45.0,49:45.1,127,55,0.001038,0.000739,0.000299,79,139,5467,205985,731,198459,0.114358,218,211452,199190,1897.549805,686.698303,1214.585571,flow=Background-TCP-Established
147.32.86.194,93.185.96.114,tcp,3716,80,FIN,0,0,65535,6588,1,9,49:45.0,49:45.1,127,55,0.001287,0.000979,0.000308,19,23,1868,30428,732,29166,0.066457,42,32296,29898,616.940247,273.947571,335.990723,flow=Background-TCP-Established
147.32.87.252,147.32.80.9,udp,42884,53,CON,0,0,,,2,1,49:45.0,49:45.0,62,63,0,0,0,1,1,79,217,37,175,0.000318,2,296,212,3144.654053,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.87.252,147.32.80.9,udp,42884,53,CON,0,0,,,2,1,49:45.0,49:45.0,62,63,0,0,0,1,1,79,129,37,87,0.000361,2,208,124,2770.083008,0,0,flow=To-Background-UDP-CVUT-DNS-Server
174.143.151.71,147.32.87.191,tcp,50597,22,FIN,0,0,9024,7936,15,0,49:45.0,49:48.6,49,64,0.146744,0.000059,0.146685,12,14,1320,2588,520,1656,3.602242,26,3908,2176,6.940122,3.053654,3.761933,flow=Background-TCP-Established
212.25.105.200,147.32.84.229,udp,31548,13363,CON,0,0,,,14,1,49:45.0,49:45.0,114,127,0,0,0,1,1,77,504,35,462,0.001017,2,581,497,983.284241,0,0,flow=Background-UDP-Established
188.18.28.243,147.32.84.229,rtcp,14180,13363,CON,0,0,,,13,1,49:45.0,49:45.0,115,127,0,0,0,1,1,75,465,33,423,0.000974,2,540,456,1026.69397,0,0,flow=Background-UDP-Established
74.97.91.142,147.32.84.229,udp,60693,13363,CON,0,0,,,20,1,49:45.0,48:38.0,108,127,0,0,0,105,105,7560,6465,2919,1803,3532.952881,210,14025,4722,0.059157,0.029437,0.029437,flow=Background-UDP-Established
98.16.218.231,147.32.84.229,udp,8323,13363,CON,0,0,,,20,1,49:45.0,33:04.1,108,127,0,0,0,3,3,210,683,84,557,2599.069336,6,893,641,0.001924,0.00077,0.00077,flow=Background-UDP-Established
147.32.86.194,93.185.96.114,tcp,3718,80,FIN,0,0,65295,6696,1,9,49:45.0,49:45.2,127,55,0.001081,0.000789,0.000292,5,5,1133,536,837,240,0.164064,10,1669,1077,54.85664,24.503798,24.498545,flow=Background-TCP-Established
212.50.81.185,147.32.84.229,udp,50363,13363,CON,0,0,,,11,1,49:45.0,41:24.0,117,127,0,0,0,4,4,293,256,125,88,3098.961914,8,549,213,0.002259,0.000968,0.000968,flow=Background-UDP-Established
151.28.128.3,147.32.84.229,tcp,49190,13363,CON,0,0,16164,64830,13,1,49:45.0,49:45.0,115,127,0,0,0,68,65,5381,4561,1399,773,3599.992676,133,9942,2172,0.036667,0.018611,0.018391,flow=Background
147.32.84.229,57.250.229.136,tcp,443,44981,CON,0,0,64410,63789,1,23,49:45.1,48:46.9,127,105,0,0,0,134,140,10883,13644,3111,5552,3541.846191,274,24527,8663,0.077078,0.037554,0.039248,flow=Background
147.32.84.229,82.150.6.100,tcp,443,45491,CON,0,0,65533,63982,1,17,49:45.1,49:40.1,127,111,0,0,0,192,199,14427,20918,3365,9425,3595.058838,391,35345,12790,0.108482,0.053134,0.055079,flow=Background
147.32.84.59,74.125.232.203,tcp,54963,80,RST,0,0,123,120,2,9,49:45.1,53:03.9,62,55,0,0,0,7,7,462,456,0,0,198.83847,14,918,0,0.06538,0.030176,0.030176,flow=Background-Established-cmpgw-CVUT
82.53.38.3,147.32.84.229,udp,11397,13363,CON,0,0,,,20,1,49:45.1,49:45.1,108,127,0,0,0,1,1,75,60,33,18,0.000979,2,135,51,1021.450439,0,0,flow=Background-UDP-Established
83.156.231.91,147.32.84.229,udp,20636,13363,CON,0,0,,,19,1,49:45.1,20:09.3,45,127,0,0,0,3,5,239,2996,112,2779,1824.237183,8,3235,2891,0.003837,0.001096,0.002193,flow=Background-UDP-Established
174.143.151.71,147.32.87.192,tcp,35618,22,FIN,0,0,9024,7936,15,0,49:45.1,49:48.7,49,64,0.1534,0.000068,0.153332,12,14,1320,2588,520,1656,3.663548,26,3908,2176,6.823986,3.002554,3.703295,flow=Background-TCP-Established
183.82.48.2,147.32.84.229,udp,8080,13363,CON,0,0,,,19,1,49:45.1,49:45.1,109,127,0,0,0,1,1,75,60,33,18,0.000973,2,135,51,1027.749268,0,0,flow=Background-UDP-Established
192.36.21.1,147.32.84.229,tcp,33312,13363,CON,0,0,16306,64443,20,1,49:45.1,49:45.1,108,127,0,0,0,81,76,6967,5664,2237,1260,3599.947021,157,12631,3497,0.043334,0.022223,0.021553,flow=Background
67.175.157.177,147.32.84.229,udp,30025,13363,CON,0,0,,,22,1,49:45.1,40:38.3,106,127,0,0,0,2,2,144,120,60,36,3053.179932,4,264,96,0.000983,0.000328,0.000328,flow=Background-UDP-Established
147.32.84.59,82.208.56.90,udp,56,123,CON,0,0,,,2,9,49:45.2,48:47.2,62,55,0,0,0,37,37,3330,3330,1776,1776,3542.003906,74,6660,3552,0.02061,0.010164,0.010164,flow=Background-Established-cmpgw-CVUT
91.67.74.15,147.32.84.229,udp,10932,13363,CON,0,0,,,19,1,49:45.2,49:44.2,109,127,0,0,0,23,23,3061,3341,2094,2365,3599.094971,46,6402,4459,0.012503,0.006113,0.006113,flow=Background-UDP-Established
124.240.125.79,147.32.84.229,udp,63233,13363,CON,0,0,,,27,1,49:45.2,49:46.1,37,127,0,0,0,3,3,211,185,78,52,0.949127,6,396,130,5.267999,2.108095,2.10799,flow=Background-UDP-Established
212.43.37.37,147.32.84.229,udp,13786,13363,CON,0,0,,,13,1,49:45.2,40:26.0,115,127,0,0,0,2,2,156,120,72,36,3040.835449,4,276,108,0.000987,0.000329,0.000329,flow=Background-UDP-Established
147.32.84.138,147.32.80.9,udp,41593,53,CON,0,0,,,1,1,49:45.2,49:45.2,63,63,0,0,0,1,1,81,133,39,91,0.000225,2,214,130,4444.444336,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.84.138,147.32.80.9,udp,37966,53,CON,0,0,,,1,1,49:45.2,49:45.2,63,63,0,0,0,1,1,81,133,39,91,0.000393,2,214,130,2544.529297,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.84.138,147.32.80.9,udp,44228,53,CON,0,0,,,1,1,49:45.2,49:45.2,63,63,0,0,0,1,1,81,133,39,91,0.000189,2,214,130,5291.005371,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.84.138,147.32.80.9,udp,43943,53,CON,0,0,,,1,1,49:45.2,49:45.2,63,63,0,0,0,1,1,81,133,39,91,0.000183,2,214,130,5464.480957,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.84.138,147.32.80.9,udp,34971,53,CON,0,0,,,1,1,49:45.2,49:45.2,63,63,0,0,0,1,1,81,133,39,91,0.000339,2,214,130,2949.852539,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.84.138,147.32.80.9,udp,57666,53,CON,0,0,,,1,1,49:45.2,49:45.2,63,63,0,0,0,1,1,81,133,39,91,0.000338,2,214,130,2958.579834,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.84.138,147.32.80.9,udp,57389,53,CON,0,0,,,1,1,49:45.2,49:45.2,63,63,0,0,0,1,1,81,133,39,91,0.000169,2,214,130,5917.159668,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.84.138,147.32.80.9,udp,47531,53,CON,0,0,,,1,1,49:45.2,49:45.2,63,63,0,0,0,1,1,81,133,39,91,0.00027,2,214,130,3703.703857,0,0,flow=To-Background-UDP-CVUT-DNS-Server
124.43.78.164,147.32.84.229,udp,11389,13363,CON,0,0,,,12,1,49:45.2,49:45.2,116,127,0,0,0,1,1,75,60,33,18,0.000942,2,135,51,1061.571167,0,0,flow=Background-UDP-Established
147.32.85.89,147.32.80.9,udp,38357,53,CON,0,0,,,1,1,49:45.2,49:45.2,63,63,0,0,0,1,1,77,127,35,85,0.00018,2,204,120,5555.555664,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.84.138,147.32.80.9,udp,51604,53,CON,0,0,,,1,1,49:45.2,49:45.2,63,63,0,0,0,1,1,81,133,39,91,0.000251,2,214,130,3984.063965,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.84.138,147.32.80.9,udp,40337,53,CON,0,0,,,1,1,49:45.2,49:45.2,63,63,0,0,0,1,1,81,133,39,91,0.000251,2,214,130,3984.063965,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.84.138,147.32.80.9,udp,53425,53,CON,0,0,,,1,1,49:45.2,49:45.2,63,63,0,0,0,1,1,81,133,39,91,0.000235,2,214,130,4255.319336,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.84.138,147.32.80.9,udp,49587,53,CON,0,0,,,1,1,49:45.2,49:45.2,63,63,0,0,0,1,1,81,133,39,91,0.000204,2,214,130,4901.960938,0,0,flow=To-Background-UDP-CVUT-DNS-Server
59.124.157.121,147.32.84.229,udp,14789,13363,CON,0,0,,,25,1,49:45.2,49:45.2,103,127,0,0,0,1,1,74,463,32,421,0.001057,2,537,453,946.073792,0,0,flow=Background-UDP-Established
114.39.79.133,147.32.84.229,udp,21990,13363,CON,0,0,,,23,1,49:45.2,49:45.2,105,127,0,0,0,1,3,60,2858,17,2732,0.003622,4,2918,2749,828.271667,0,37037.03516,flow=Background-UDP-Established
84.227.234.117,147.32.84.229,udp,37795,13363,CON,0,0,,,15,1,49:45.2,49:45.2,113,127,0,0,0,1,1,76,60,34,18,0.000932,2,136,52,1072.961426,0,0,flow=Background-UDP-Established
84.54.186.196,147.32.84.229,udp,44433,13363,CON,0,0,,,13,1,49:45.3,38:44.3,115,127,0,0,0,9,9,601,604,223,226,2939.082764,18,1205,449,0.005784,0.002722,0.002722,flow=Background-UDP-Established
93.103.180.175,147.32.84.229,udp,41437,13363,CON,0,0,,,12,1,49:45.3,49:45.0,116,127,0,0,0,28,28,4057,2654,2881,1477,3599.690674,56,6711,4358,0.015279,0.007501,0.007501,flow=Background-UDP-Established
75.135.74.62,147.32.84.229,udp,60858,13363,CON,0,0,,,21,1,49:45.3,30:28.5,107,127,0,0,0,3,3,225,625,99,499,2443.250488,6,850,598,0.002046,0.000819,0.000819,flow=Background-UDP-Established
74.125.232.216,147.32.84.59,tcp,443,45830,RST,0,0,1002,1035,10,2,49:45.3,06:18.7,54,62,0,0,0,170,154,33293,24181,22073,14023,993.450012,324,57474,36096,0.32513,0.170114,0.154009,flow=Background-Established-cmpgw-CVUT
69.171.168.80,147.32.84.229,udp,33960,13363,CON,0,0,,,21,1,49:45.3,08:40.3,43,127,0,0,0,3,3,225,180,99,54,1135.013062,6,405,153,0.004405,0.001762,0.001762,flow=Background-UDP-Established
151.24.251.8,147.32.86.99,udp,28838,56214,CON,0,0,,,14,1,49:45.3,49:45.4,114,127,0,0,0,2,2,155,153,71,62,0.114027,4,308,133,26.309559,8.83361,8.789895,flow=Background-UDP-Established
178.134.123.82,147.32.84.229,udp,31585,13363,CON,0,0,,,17,1,49:45.3,38:58.9,111,127,0,0,0,6,6,462,3096,210,2844,2953.574951,12,3558,3054,0.003724,0.001693,0.001693,flow=Background-UDP-Established
213.220.215.165,147.32.84.229,tcp,43607,13363,CON,0,0,16350,65048,11,1,49:45.4,49:45.3,53,127,0,0,0,188,130,23260,11586,10852,3006,3599.949219,318,34846,13858,0.088057,0.051945,0.035836,flow=Background
81.210.141.85,147.32.84.229,udp,2833,13363,CON,3,0,,,15,1,49:45.4,33:13.7,113,127,0,0,0,7,11,1187,1727,893,1257,2608.324707,18,2914,2150,0.006518,0.0023,0.003834,flow=Background-UDP-Established
85.130.44.6,147.32.84.229,udp,16983,13363,CON,0,0,,,11,1,49:45.4,49:26.7,117,127,0,0,0,6,6,457,774,205,522,3581.382568,12,1231,727,0.003071,0.001396,0.001396,flow=Background-UDP-Established
125.215.128.173,147.32.84.229,udp,21259,13363,CON,0,0,,,20,1,49:45.4,41:00.3,108,127,0,0,0,5,5,980,440,770,230,3074.94043,10,1420,1000,0.002927,0.001301,0.001301,flow=Background-UDP-Established
85.17.141.82,147.32.84.229,tcp,53816,13363,FIN,0,0,14624,65486,9,1,49:45.4,49:58.9,55,127,0.016825,0.00002,0.016805,8,6,585,493,49,85,13.529153,14,1078,134,0.960888,0.517401,0.370027,flow=Background-TCP-Established
178.223.93.9,147.32.84.229,udp,17425,13363,CON,0,0,,,13,1,49:45.4,29:55.2,115,127,0,0,0,4,4,300,240,132,72,2409.828613,8,540,204,0.002905,0.001245,0.001245,flow=Background-UDP-Established
147.32.84.229,152.19.47.235,udp,13363,39320,CON,0,0,,,1,13,49:45.4,43:20.3,127,115,0,0,0,12,12,1638,1750,1132,1238,3214.82959,24,3388,2370,0.007154,0.003422,0.003422,flow=Background-UDP-Established
