SrcAddr,DstAddr,Proto,Sport,Dport,State,sTos,dTos,SrcWin,DstWin,sHops,dHops,StartTime,LastTime,sTtl,dTtl,TcpRtt,SynAck,AckDat,SrcPkts,DstPkts,SrcBytes,DstBytes,SAppBytes,DAppBytes,Dur,TotPkts,TotBytes,TotAppByte,Rate,SrcRate,DstRate,Tag
147.32.86.20,188.138.84.239,tcp,3247,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:16,8/14/2011 7:16,127,50,0.02616,0.026146,0.000014,15,23,1029,28342,139,27074,0.215705,38,29371,27213,171.530563,64.903458,116.071098,flow=Background-TCP-Established
66.249.72.214,147.32.84.212,tcp,37866,80,FIN,0,0,26112,66608,15,1,8/14/2011 7:16,8/14/2011 7:16,49,63,0.103414,0.000015,0.103399,13,12,1152,9808,286,9008,2.187777,25,10960,9294,10.970039,5.48502,5.276979,flow=Background-TCP-Established
222.73.117.216,147.32.84.5,tcp,25511,768,RST,0,0,64908,0,29,1,8/14/2011 7:16,8/14/2011 7:55,99,63,0,0,0,3,3,180,180,0,0,2308.381348,6,360,0,0.002166,0.000866,0.000866,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,1826,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:16,8/14/2011 7:17,118,128,0.020874,0.000372,0.020502,94,141,7095,149991,1537,142339,3.884895,235,157086,143876,60.233288,23.938869,36.238983,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3248,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:16,8/14/2011 7:16,127,53,0.016328,0.016314,0.000014,27,50,1751,69340,141,66614,0.176463,77,71091,66755,430.685211,169.801468,305.965088,flow=Background-TCP-Established
147.32.86.20,193.93.174.21,tcp,3249,80,FIN,0,0,65535,65379,1,9,8/14/2011 7:16,8/14/2011 7:16,127,119,0.016617,0.016603,0.000014,22,64,1466,84748,156,81260,1.059205,86,86214,81416,80.248863,19.826189,60.426556,flow=Background-TCP-Established
67.195.115.95,147.32.87.36,tcp,52576,80,FIN,0,0,8192,5440,17,0,8/14/2011 7:16,8/14/2011 7:16,47,64,0.178104,0.000246,0.177858,6,6,797,1246,393,842,0.362897,12,2043,1235,30.31163,13.943773,13.78736,flow=To-Background-CVUT-WebServer
67.195.115.43,147.32.87.36,tcp,45510,80,FIN,0,0,14592,5440,17,0,8/14/2011 7:16,8/14/2011 7:16,47,64,0.174678,0.000267,0.174411,7,7,890,5089,420,4619,0.576253,14,5979,5039,22.559536,10.415763,10.41692,flow=To-Background-CVUT-WebServer
178.77.71.27,147.32.86.95,tcp,3576,3389,RST,0,0,65535,64240,10,1,8/14/2011 7:16,8/14/2011 7:17,118,127,0.021089,0.000492,0.020597,64,89,5295,102778,1537,97928,2.814131,153,108073,99465,54.013123,22.387018,31.508492,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3250,80,FIN,0,0,65535,5840,1,13,8/14/2011 7:16,8/14/2011 7:16,127,51,0.026083,0.025832,0.000251,15,24,1029,29963,139,28641,0.215744,39,30992,28780,176.134674,64.891724,121.118286,flow=Background-TCP-Established
41.203.64.253,147.32.86.92,tcp,14274,80,RST,0,0,16656,370688,19,1,8/14/2011 7:16,8/14/2011 7:16,109,63,0.218915,0.000015,0.2189,3,1,200,74,0,0,0.229315,4,274,0,13.082441,8.721627,0,flow=Background-TCP-Established
41.203.64.253,147.32.86.92,tcp,14275,80,FIN,0,0,16184,10112,19,1,8/14/2011 7:16,8/14/2011 7:17,109,63,0.210888,0.000014,0.210874,14,19,2623,10622,1691,9360,4.160453,33,13245,11051,7.691471,3.12467,4.326467,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,3953,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:17,8/14/2011 7:17,118,128,0.028503,0.007835,0.020668,86,126,6621,142076,1543,135234,2.481606,212,148697,136777,85.025581,34.252014,50.980019,flow=Background-TCP-Established
41.203.64.253,147.32.86.92,tcp,14276,80,FIN,0,0,16184,13312,19,1,8/14/2011 7:17,8/14/2011 7:17,109,63,0.198988,0.000067,0.198921,26,35,4860,23816,3136,21498,25.089672,61,28676,24634,2.391422,0.99643,1.355143,flow=Background-TCP-Established
41.203.64.253,147.32.86.92,tcp,14278,80,RST,0,0,16612,9024,19,1,8/14/2011 7:17,8/14/2011 7:17,109,63,0.22049,0.00004,0.22045,13,13,2236,6828,1382,5962,16.369432,26,9064,7344,1.527237,0.733074,0.742311,flow=Background-TCP-Established
41.203.64.253,147.32.86.92,tcp,14277,80,FIN,0,0,15676,7936,19,1,8/14/2011 7:17,8/14/2011 7:17,109,63,0.210704,0.000042,0.210662,10,11,1564,6227,896,5493,18.739275,21,7791,6389,1.067277,0.480275,0.536771,flow=Background-TCP-Established
41.203.64.253,147.32.86.92,tcp,14279,80,FIN,0,0,15296,7936,19,1,8/14/2011 7:17,8/14/2011 7:17,109,63,0.220953,0.000015,0.220938,10,11,1563,6227,895,5493,18.620003,21,7790,6388,1.074114,0.483351,0.537057,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3251,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:17,8/14/2011 7:17,127,50,0.026044,0.025946,0.000098,15,23,1029,28342,139,27074,0.21603,38,29371,27213,171.272507,64.805817,115.747437,flow=Background-TCP-Established
147.32.86.20,80.239.207.156,tcp,3252,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:17,8/14/2011 7:17,127,53,0.037858,0.037844,0.000014,11,20,798,23483,148,22377,0.309469,31,24281,22525,96.940239,32.313412,69.967407,flow=Background-TCP-Established
147.32.86.126,89.185.253.133,tcp,55470,443,RST,0,0,16064,8000,1,7,8/14/2011 7:17,8/14/2011 7:17,63,57,0.000659,0.000645,0.000014,10,9,1136,3367,554,2851,0.590014,19,4503,3405,30.507751,15.253876,13.614495,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3253,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:17,8/14/2011 7:17,127,50,0.026053,0.026039,0.000014,18,28,1211,35966,141,34428,0.241436,46,37177,34569,186.384796,70.412033,125.358665,flow=Background-TCP-Established
178.77.71.27,147.32.86.95,tcp,1547,3389,RST,0,0,50020,64240,10,1,8/14/2011 7:17,8/14/2011 7:17,118,127,0.021058,0.000313,0.020745,72,121,5783,149172,1545,142600,5.054893,193,154955,144145,37.982998,14.045796,23.843245,flow=Background-TCP-Established
147.32.84.170,195.24.233.55,tcp,58945,80,FIN,0,0,15744,7168,1,11,8/14/2011 7:17,8/14/2011 7:17,63,53,0.024627,0.024619,0.000008,5,5,549,670,211,332,0.267401,10,1219,543,33.657314,16.464361,16.475687,flow=From-Normal-V44-Stribrek
178.77.71.27,147.32.87.29,tcp,1721,3389,RST,0,0,65535,64187,10,0,8/14/2011 7:17,8/14/2011 7:17,118,128,0.022375,0.00038,0.021995,94,134,7105,147787,1547,140513,3.702546,228,154892,142060,61.309166,25.117851,36.124882,flow=Background-TCP-Established
66.249.66.34,147.32.87.27,tcp,35436,80,FIN,0,0,43520,6912,12,0,8/14/2011 7:17,8/14/2011 7:17,52,64,0.019325,0.000068,0.019257,18,16,1493,17987,297,16923,2.367246,34,19480,17220,13.94025,7.181341,6.388982,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3254,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:17,8/14/2011 7:17,127,53,0.016299,0.016208,0.000091,14,23,973,28930,143,27662,0.135362,37,29903,27805,265.953522,109.281349,184.63501,flow=Background-TCP-Established
147.32.84.170,209.85.148.147,tcp,38860,80,FIN,0,0,14720,5696,1,9,8/14/2011 7:17,8/14/2011 7:17,63,55,0.008792,0.008778,0.000014,4,3,272,206,0,0,0.018049,7,478,0,332.428406,166.214203,216.029373,flow=From-Normal-V44-Stribrek
147.32.86.20,87.98.230.229,tcp,3255,80,FIN,0,0,64264,5840,1,11,8/14/2011 7:17,8/14/2011 7:17,127,53,0.01645,0.016436,0.000014,14,21,973,25791,143,24631,0.135603,35,26764,24774,250.731918,109.070465,167.831696,flow=Background-TCP-Established
41.203.64.253,147.32.86.92,tcp,14280,80,FIN,0,0,15680,6912,19,1,8/14/2011 7:17,8/14/2011 7:17,109,63,0.220444,0.000067,0.220377,7,6,917,3151,447,2747,15.239429,13,4068,3194,0.787431,0.393716,0.332668,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3256,80,FIN,0,0,65535,5840,1,13,8/14/2011 7:17,8/14/2011 7:17,127,51,0.026227,0.026208,0.000019,16,24,1089,29963,139,28641,0.215087,40,31052,28780,181.321976,69.73922,121.815575,flow=Background-TCP-Established
90.177.140.212,147.32.84.36,tcp,57261,80,FIN,0,0,100864,8960,10,1,8/14/2011 7:17,8/14/2011 7:17,54,63,0.014866,0.000091,0.014775,65,89,5859,124408,1561,118526,3.158939,154,130267,120087,48.433987,20.259968,27.871811,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3257,80,FIN,0,0,64741,5840,1,14,8/14/2011 7:17,8/14/2011 7:17,127,50,0.026428,0.026362,0.000066,15,23,1029,28342,139,27074,0.217368,38,29371,27213,170.218246,64.406906,115.188072,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3258,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:17,8/14/2011 7:17,127,53,0.016378,0.016364,0.000014,26,50,1691,69340,141,66614,0.170307,76,71031,66755,440.381195,162.353485,318.299622,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,3681,3389,RST,0,0,61710,64240,10,0,8/14/2011 7:17,8/14/2011 7:17,118,128,0.020972,0.000452,0.02052,80,130,6263,147823,1545,140759,2.543732,210,154086,142304,82.162743,31.056732,51.156799,flow=Background-TCP-Established
90.183.39.17,147.32.84.14,tcp,51514,80,FIN,0,0,14592,6912,11,1,8/14/2011 7:17,8/14/2011 7:17,53,63,0.000959,0.000014,0.000945,7,7,959,5269,489,4799,0.023816,14,6228,5288,545.851501,252.620941,252.079666,flow=Background-TCP-Established
147.32.86.20,193.93.174.21,tcp,3259,80,FIN,0,0,65535,65379,1,9,8/14/2011 7:17,8/14/2011 7:17,127,119,0.016475,0.016398,0.000077,22,65,1466,86037,156,82495,1.03785,87,87503,82651,82.863609,20.234137,62.656216,flow=Background-TCP-Established
178.77.71.27,147.32.86.95,tcp,4474,3389,RST,0,0,65535,64240,10,1,8/14/2011 7:17,8/14/2011 7:17,118,127,0.021539,0.000515,0.021024,73,109,5843,132152,1545,126228,8.771121,182,137995,127773,20.635902,8.208756,12.343906,flow=Background-TCP-Established
212.79.106.72,147.32.84.14,tcp,51850,80,FIN,0,0,1442,6432,15,1,8/14/2011 7:17,8/14/2011 7:17,49,63,0.012643,0.000014,0.012629,5,4,450,752,156,518,0.51797,9,1202,674,15.444909,7.722455,5.925083,flow=Background-TCP-Established
90.177.140.212,147.32.84.36,tcp,57262,80,FIN,0,0,15744,7680,10,1,8/14/2011 7:17,8/14/2011 7:17,54,63,0.025115,0.000019,0.025096,5,5,1231,518,893,180,0.128339,10,1749,1073,70.126778,31.183977,31.172071,flow=Background-TCP-Established
90.177.140.212,147.32.84.36,tcp,57263,80,FIN,0,0,15744,7680,10,1,8/14/2011 7:17,8/14/2011 7:17,54,63,0.040825,0.000014,0.040811,5,5,1225,518,887,180,0.156043,10,1743,1067,57.676411,25.636587,25.636259,flow=Background-TCP-Established
90.177.140.212,147.32.84.36,tcp,57264,80,FIN,0,0,15744,7680,10,1,8/14/2011 7:17,8/14/2011 7:17,54,63,0.057971,0.000015,0.057956,5,5,1233,518,895,180,0.177969,10,1751,1075,50.570606,22.477844,22.477718,flow=Background-TCP-Established
90.177.140.212,147.32.84.36,tcp,57265,80,FIN,0,0,15744,7552,10,1,8/14/2011 7:17,8/14/2011 7:17,54,63,0.074501,0.000068,0.074433,5,5,1203,518,865,180,0.21256,10,1721,1045,42.340988,18.819899,18.824238,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,1548,3389,RST,0,0,49047,64240,10,0,8/14/2011 7:17,8/14/2011 7:17,118,128,0.020849,0.000401,0.020448,77,129,6075,148062,1537,141058,3.571599,206,154137,142595,57.397263,21.278984,36.051067,flow=Background-TCP-Established
147.32.84.184,199.59.148.87,tcp,38740,443,FIN,0,0,8760,9000,1,21,8/14/2011 7:17,8/14/2011 7:17,63,43,0.186363,0.186117,0.000246,9,9,1925,2174,1403,1658,20.771694,18,4099,3061,0.818421,0.388621,0.388622,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3260,80,FIN,0,0,65535,5840,1,13,8/14/2011 7:17,8/14/2011 7:17,127,51,0.026208,0.026194,0.000014,15,24,1029,29963,139,28641,0.215173,39,30992,28780,176.602081,65.063927,121.793007,flow=Background-TCP-Established
147.32.84.184,199.59.148.11,tcp,58382,443,FIN,0,0,17520,8706,1,21,8/14/2011 7:17,8/14/2011 7:17,63,43,0.19216,0.191969,0.000191,10,10,2261,5367,1673,4803,20.124086,20,7628,6476,0.944142,0.451522,0.451533,flow=Background-TCP-Established
147.32.84.184,199.59.148.11,tcp,58383,443,FIN,0,0,5840,5840,1,20,8/14/2011 7:17,8/14/2011 7:17,63,44,0.197065,0.196891,0.000174,5,3,300,180,0,0,10.397621,8,480,0,0.673231,0.384703,0.196068,flow=Background-TCP-Established
66.249.66.119,147.32.84.188,tcp,58312,80,FIN,0,0,11648,6912,12,1,8/14/2011 7:17,8/14/2011 7:17,52,63,0.019437,0.000244,0.019193,7,5,841,2276,371,1938,2.374891,12,3117,2309,4.631792,2.526432,1.698263,flow=Background-TCP-Established
147.32.86.20,80.239.207.156,tcp,3261,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:17,8/14/2011 7:17,127,53,0.037824,0.03781,0.000014,11,20,798,23483,148,22377,0.309769,31,24281,22525,96.846359,32.28212,69.867065,flow=Background-TCP-Established
90.177.140.212,147.32.84.36,tcp,57266,80,FIN,0,0,26240,7552,10,1,8/14/2011 7:17,8/14/2011 7:17,54,63,0.015246,0.000014,0.015232,9,8,1451,5604,849,5068,15.322886,17,7055,5917,1.04419,0.522098,0.456833,flow=Background-TCP-Established
90.183.39.17,147.32.86.92,tcp,55388,80,FIN,0,0,26112,6912,11,1,8/14/2011 7:17,8/14/2011 7:17,53,63,0.001169,0.000017,0.001152,14,13,1409,11080,465,10214,1.058787,27,12489,10679,24.556402,12.278201,11.345201,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3262,80,FIN,0,0,65535,5840,1,13,8/14/2011 7:17,8/14/2011 7:17,127,51,0.026217,0.026105,0.000112,15,23,1029,28342,139,27074,0.216011,38,29371,27213,171.287567,64.811516,115.984207,flow=Background-TCP-Established
90.177.140.212,147.32.84.36,tcp,54313,443,RST,0,0,64128,64128,10,1,8/14/2011 7:17,8/14/2011 7:17,54,63,0.015264,0.000014,0.01525,54,55,33900,36138,30334,32500,23.020933,109,70038,62834,4.691382,2.302253,2.348297,flow=Background-TCP-Established
147.32.84.36,147.32.192.25,tcp,43703,443,RST,0,0,43520,6912,1,5,8/14/2011 7:17,8/14/2011 7:17,63,59,0.000009,0.000005,0.000004,20,38,1780,46658,464,44142,0.042009,58,48438,44606,1356.852051,452.284027,881.183167,flow=Background-TCP-Established
220.181.94.226,147.32.87.38,tcp,64671,80,FIN,0,0,23360,64240,20,0,8/14/2011 7:17,8/14/2011 7:17,44,128,0.295169,0.000285,0.294884,10,9,1102,10297,508,9799,1.334564,19,11399,10307,13.487552,6.744685,5.995748,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,3351,3389,RST,0,0,58790,64240,10,0,8/14/2011 7:17,8/14/2011 7:17,118,128,0.037738,0.016991,0.020747,78,126,6141,143935,1543,137087,2.277937,204,150076,138630,89.115723,33.802517,55.811848,flow=Background-TCP-Established
139.18.2.17,147.32.87.36,tcp,52018,80,FIN,0,0,15744,5440,14,0,8/14/2011 7:17,8/14/2011 7:17,50,64,0.017772,0.000272,0.0175,5,5,736,892,398,554,0.036638,10,1628,952,245.646606,109.709267,109.992851,flow=To-Background-CVUT-WebServer
139.18.2.17,147.32.87.38,tcp,58338,80,RST,0,0,14720,65536,13,0,8/14/2011 7:17,8/14/2011 7:17,51,128,0.017744,0.000235,0.017509,6,6,1188,2028,790,1612,42.052757,12,3216,2402,0.261576,0.118898,0.118949,flow=Background-TCP-Established
66.249.72.186,147.32.86.92,tcp,58242,80,FIN,0,0,6912,6912,15,1,8/14/2011 7:17,8/14/2011 7:17,49,63,0.103073,0.000114,0.102959,6,4,701,461,297,189,6.286358,10,1162,486,1.431672,0.795373,0.485176,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3263,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:17,8/14/2011 7:17,127,50,0.026199,0.026185,0.000014,16,24,1089,29963,139,28641,0.215818,40,31052,28780,180.707809,69.503006,121.334892,flow=Background-TCP-Established
147.32.84.170,209.85.148.105,tcp,49968,80,FIN,0,0,14720,363008,1,11,8/14/2011 7:17,8/14/2011 7:17,63,53,0.009127,0.009113,0.000014,4,2,272,140,0,0,0.018179,6,412,0,275.042633,165.025589,110.472824,flow=From-Normal-V44-Stribrek
66.249.72.50,147.32.87.38,tcp,59702,443,FIN,0,0,37696,65792,15,0,8/14/2011 7:17,8/14/2011 7:17,49,128,0.103282,0.000173,0.103109,17,14,1883,16117,753,15185,6.345326,31,18000,15938,4.72789,2.521541,2.082719,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3264,80,FIN,0,0,64264,5840,1,11,8/14/2011 7:17,8/14/2011 7:17,127,53,0.016367,0.016352,0.000015,14,21,973,25791,143,24631,0.135005,35,26764,24774,251.842529,109.872467,168.558746,flow=Background-TCP-Established
66.249.72.238,147.32.84.130,tcp,64545,80,FIN,0,0,36032,6864,15,2,8/14/2011 7:17,8/14/2011 7:17,49,62,0.103502,0.000225,0.103277,15,15,1295,16301,297,15303,0.510282,30,17596,15600,56.831322,27.444092,27.447914,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,1029,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:17,8/14/2011 7:17,118,128,0.021207,0.000459,0.020748,89,134,6801,149133,1543,141847,2.907421,223,155934,143390,76.356331,30.267374,46.079803,flow=Background-TCP-Established
147.32.85.89,195.113.232.75,tcp,47176,80,RST,0,0,21504,5792,1,7,8/14/2011 7:17,8/14/2011 7:48,63,57,0.000753,0.00057,0.000183,19,19,1411,8702,137,7486,1851.39856,38,10113,7623,0.019985,0.009722,0.009722,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3265,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:17,8/14/2011 7:17,127,50,0.026255,0.026241,0.000014,15,23,1029,28342,139,27074,0.215205,38,29371,27213,171.929092,65.054253,116.467438,flow=Background-TCP-Established
222.73.117.216,147.32.86.55,tcp,25511,61256,RST,0,0,62470,0,29,1,8/14/2011 7:17,8/14/2011 7:55,99,63,0,0,0,3,3,180,180,0,0,2310.277344,6,360,0,0.002164,0.000866,0.000866,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3266,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:17,8/14/2011 7:17,127,53,0.016334,0.016231,0.000103,24,50,1571,69340,141,66614,0.170098,74,70911,66755,429.164337,149.762985,318.456848,flow=Background-TCP-Established
178.77.71.27,147.32.86.95,tcp,1742,3389,RST,0,0,65535,64240,10,1,8/14/2011 7:17,8/14/2011 7:17,118,127,0.021671,0.000698,0.020973,92,144,6975,180279,1537,172447,8.535212,236,187254,173984,27.533003,10.661716,16.794815,flow=Background-TCP-Established
147.32.86.20,193.93.174.21,tcp,3267,80,FIN,0,0,65535,65379,1,9,8/14/2011 7:17,8/14/2011 7:17,127,119,0.016401,0.016385,0.000016,22,64,1466,84825,156,81337,0.875636,86,86291,81493,97.072304,23.982569,73.320099,flow=Background-TCP-Established
90.177.140.212,147.32.84.36,tcp,54315,443,RST,0,0,32000,10368,10,1,8/14/2011 7:17,8/14/2011 7:17,54,63,0.03725,0.000007,0.037243,14,10,2506,6325,1574,5657,15.882846,24,8831,7231,1.448103,0.818493,0.592325,flow=Background-TCP-Established
90.177.140.212,147.32.84.36,tcp,54316,443,RST,0,0,32000,10368,10,1,8/14/2011 7:17,8/14/2011 7:17,54,63,0.036475,0.000077,0.036398,14,10,2506,6325,1574,5657,15.889263,24,8831,7231,1.447518,0.818163,0.591507,flow=Background-TCP-Established
90.177.140.212,147.32.84.36,tcp,54317,443,RST,0,0,52096,10240,10,1,8/14/2011 7:17,8/14/2011 7:17,54,63,0.035708,0.000073,0.035635,22,25,2896,24988,1478,23330,0.602856,47,27884,24808,76.303467,34.83419,41.039391,flow=Background-TCP-Established
90.177.140.212,147.32.84.36,tcp,54318,443,RST,0,0,32000,10368,10,1,8/14/2011 7:17,8/14/2011 7:17,54,63,0.035253,0.00007,0.035183,14,10,2506,6325,1574,5657,15.888014,24,8831,7231,1.447632,0.818227,0.590038,flow=Background-TCP-Established
90.177.140.212,147.32.84.36,tcp,54319,443,RST,0,0,32000,10368,10,1,8/14/2011 7:17,8/14/2011 7:17,54,63,0.075679,0.000071,0.075608,14,10,2506,6325,1574,5657,15.890037,24,8831,7231,1.447448,0.818123,0.584975,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3268,80,FIN,0,0,65535,5840,1,13,8/14/2011 7:17,8/14/2011 7:17,127,51,0.026208,0.026101,0.000107,15,24,1029,29963,139,28641,0.215804,39,30992,28780,176.085709,64.87368,121.311218,flow=Background-TCP-Established
41.203.64.253,147.32.86.92,tcp,14281,80,FIN,0,0,16184,6912,19,1,8/14/2011 7:17,8/14/2011 7:17,109,63,0.200939,0.000166,0.200773,6,6,888,874,484,470,0.53003,12,1762,954,20.753542,9.434603,9.436383,flow=Background-TCP-Established
41.203.64.253,147.32.86.92,tcp,14283,80,FIN,0,0,15300,17600,19,1,8/14/2011 7:17,8/14/2011 7:17,109,63,0.210383,0.000021,0.210362,41,58,7781,47324,5067,43488,37.569431,99,55105,48555,2.608504,1.064695,1.521218,flow=Background-TCP-Established
41.203.64.253,147.32.86.92,tcp,14284,80,FIN,0,0,15300,15488,19,1,8/14/2011 7:17,8/14/2011 7:17,109,63,0.210352,0.000063,0.210289,28,42,6024,31029,4168,28249,37.499222,70,37053,32417,1.840038,0.720015,1.094211,flow=Background-TCP-Established
41.203.64.253,147.32.86.92,tcp,14282,80,FIN,0,0,16612,15488,19,1,8/14/2011 7:17,8/14/2011 7:17,109,63,0.210352,0.000095,0.210257,28,41,6025,28764,4169,26050,22.290184,69,34789,30219,3.05067,1.211305,1.79452,flow=Background-TCP-Established
41.203.64.253,147.32.86.92,tcp,14285,80,FIN,0,0,15300,15488,19,1,8/14/2011 7:17,8/14/2011 7:17,109,63,0.229983,0.000015,0.229968,30,43,6153,31284,4165,28438,37.459171,73,37437,32603,1.922093,0.774177,1.121221,flow=Background-TCP-Established
147.32.86.20,80.239.207.156,tcp,3269,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:17,8/14/2011 7:17,127,53,0.037889,0.037875,0.000014,11,20,798,23483,148,22377,0.309944,31,24281,22525,96.791679,32.263893,69.876831,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,3910,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:17,8/14/2011 7:17,118,128,0.021663,0.000769,0.020894,89,128,6801,146717,1543,139761,2.580059,217,153518,141304,83.719017,34.107746,49.637062,flow=Background-TCP-Established
64.202.189.170,147.32.87.27,tcp,80,42797,RST,0,0,0,0,38,0,8/14/2011 7:17,8/14/2011 7:17,90,64,0,0,0,1,1,60,60,0,0,0.000014,2,120,0,71428.57031,0,0,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3270,80,FIN,0,0,64687,5840,1,13,8/14/2011 7:17,8/14/2011 7:17,127,51,0.026163,0.026149,0.000014,17,28,1151,35966,141,34428,0.243008,45,37117,34569,181.063995,65.841454,124.515198,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3271,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:17,8/14/2011 7:17,127,53,0.016408,0.016394,0.000014,14,23,973,28930,143,27662,0.135956,37,29903,27805,264.791534,108.819389,184.004944,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3272,80,FIN,0,0,65535,5840,1,13,8/14/2011 7:17,8/14/2011 7:17,127,51,0.026169,0.026155,0.000014,14,23,969,28342,139,27074,0.217188,37,29311,27213,165.75502,59.855976,115.206764,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,1717,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:17,8/14/2011 7:17,118,128,0.021092,0.000381,0.020711,87,123,6683,141654,1545,134974,2.293986,210,148337,136519,91.107788,37.48933,53.714794,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3273,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:17,8/14/2011 7:17,127,50,0.026218,0.026204,0.000014,15,24,1029,29963,139,28641,0.216276,39,30992,28780,175.701416,64.732101,121.015694,flow=Background-TCP-Established
147.32.84.170,209.85.148.105,tcp,49969,80,FIN,0,0,14720,363008,1,11,8/14/2011 7:17,8/14/2011 7:17,63,53,0.008994,0.008923,0.000071,4,2,272,140,0,0,0.018016,6,412,0,277.531097,166.518661,111.160522,flow=From-Normal-V44-Stribrek
41.137.25.80,147.32.84.164,tcp,62096,51413,RST,0,0,32768,0,12,1,8/14/2011 7:17,8/14/2011 7:17,116,63,0,0,0,1,1,66,60,0,0,0.00003,2,126,0,33333.33594,0,0,flow=To-Background-Grill
178.77.71.27,147.32.86.95,tcp,2549,3389,RST,0,0,54399,64240,10,1,8/14/2011 7:17,8/14/2011 7:17,118,127,0.020819,0.000337,0.020482,85,135,6563,170608,1545,163280,8.379909,220,177171,164825,26.133936,10.023975,16.032131,flow=Background-TCP-Established
90.183.39.17,147.32.84.14,tcp,54103,80,FIN,0,0,60928,6912,11,1,8/14/2011 7:17,8/14/2011 7:17,53,63,0.001157,0.000014,0.001143,23,23,1997,29820,471,28294,0.019929,46,31817,28765,2258.016113,1111.111084,1104.694946,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3274,80,FIN,0,0,64264,5840,1,11,8/14/2011 7:17,8/14/2011 7:17,127,53,0.016454,0.016435,0.000019,13,21,913,25791,143,24631,0.135202,34,26704,24774,244.079224,100.910713,168.396942,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,2759,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:17,8/14/2011 7:17,118,128,0.022109,0.000866,0.021243,83,123,6435,139723,1537,133043,1.967797,206,146158,134580,104.177414,41.670963,62.78656,flow=Background-TCP-Established
85.138.178.48,147.32.84.118,tcp,4231,6881,RST,0,0,16384,0,24,1,8/14/2011 7:17,8/14/2011 7:17,104,63,0,0,0,3,3,186,180,0,0,1.100295,6,366,0,4.544236,1.818028,1.818241,flow=Background-TCP-Attempt
41.203.64.253,147.32.86.92,tcp,14286,80,FIN,0,0,15668,14400,19,1,8/14/2011 7:17,8/14/2011 7:17,109,63,0.19985,0.000016,0.199834,25,38,5369,28980,3711,26464,31.689581,63,34349,30175,1.956479,0.757347,1.167577,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3275,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:17,8/14/2011 7:17,127,53,0.016378,0.016363,0.000015,25,50,1631,69340,141,66614,0.170745,75,70971,66755,433.394836,155.455521,317.394501,flow=Background-TCP-Established
