SrcAddr,DstAddr,Proto,Sport,Dport,State,sTos,dTos,SrcWin,DstWin,sHops,dHops,StartTime,LastTime,sTtl,dTtl,TcpRtt,SynAck,AckDat,SrcPkts,DstPkts,SrcBytes,DstBytes,SAppBytes,DAppBytes,Dur,TotPkts,TotBytes,TotAppByte,Rate,SrcRate,DstRate,Tag
178.77.71.27,147.32.87.29,tcp,1634,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:24,8/14/2011 7:24,118,128,0.021466,0.000355,0.021111,75,110,5963,124938,1545,118960,1.545561,185,130901,120505,119.050629,47.879055,71.536346,flow=Background-TCP-Established
178.77.71.27,147.32.86.95,tcp,1875,3389,RST,0,0,55860,64240,10,1,8/14/2011 7:24,8/14/2011 7:24,118,127,0.021294,0.000428,0.020866,74,114,5897,139051,1539,132857,2.183689,188,144948,134396,85.634903,33.429668,52.262238,flow=Background-TCP-Established
220.181.108.78,147.32.85.109,tcp,25304,80,RST,0,0,8832,6912,24,1,8/14/2011 7:24,8/14/2011 7:24,40,63,0.318647,0.000058,0.318589,8,6,673,6182,185,5840,0.957746,14,6855,6025,13.573536,7.308827,7.827813,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3636,80,FIN,0,0,65535,5840,1,13,8/14/2011 7:24,8/14/2011 7:24,127,51,0.026227,0.026211,0.000016,16,24,1089,29963,139,28641,0.216533,40,31052,28780,180.111115,69.273506,120.856712,flow=Background-TCP-Established
147.32.84.170,195.24.233.55,tcp,59693,80,FIN,0,0,15744,7168,1,11,8/14/2011 7:24,8/14/2011 7:24,63,53,0.024343,0.024192,0.000151,5,5,549,670,211,332,0.228075,10,1219,543,39.460705,19.628338,19.619095,flow=From-Normal-V44-Stribrek
183.60.152.252,147.32.85.1,tcp,80,23358,RST,0,0,8388608,0,19,1,8/14/2011 7:24,8/14/2011 7:24,109,255,0,0,0,1,1,66,60,0,0,0.000405,2,126,0,2469.135742,0,0,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3637,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:24,8/14/2011 7:24,127,50,0.026136,0.026041,0.000095,15,23,1029,28342,139,27074,0.242219,38,29371,27213,152.754318,57.798935,101.792946,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,3230,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:24,8/14/2011 7:24,118,128,0.02143,0.00054,0.02089,74,110,5899,125271,1541,119293,1.946802,184,131170,120834,94.000313,37.497395,56.619438,flow=Background-TCP-Established
147.32.85.42,88.86.102.50,tcp,35903,5222,CON,0,0,1002,501,1,9,8/14/2011 7:24,8/14/2011 8:23,63,55,0,0,0,240,120,33720,18720,17880,10800,3570.170898,360,52440,28680,0.100555,0.066944,0.033332,flow=Background
93.157.130.65,147.32.84.75,tcp,53112,80,FIN,0,0,17515,6939,11,1,8/14/2011 7:24,8/14/2011 7:24,117,63,0.013891,0.000014,0.013877,14,21,1607,24064,771,22903,15.509305,35,25671,23674,2.192232,0.838211,1.28955,flow=Background-TCP-Established
66.249.72.186,147.32.86.92,tcp,48002,80,FIN,0,0,6976,6912,15,1,8/14/2011 7:24,8/14/2011 7:24,49,63,0.103151,0.000014,0.103137,6,4,718,830,314,558,5.838983,10,1548,872,1.541364,0.856313,0.523018,flow=Background-TCP-Established
147.32.86.20,80.239.207.156,tcp,3638,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:24,8/14/2011 7:24,127,53,0.038481,0.038376,0.000105,11,20,798,23483,148,22377,0.3118,31,24281,22525,96.215523,32.071842,69.538734,flow=Background-TCP-Established
173.69.196.109,147.32.84.229,tcp,49564,13363,FIN,0,0,131768,65387,17,1,8/14/2011 7:24,8/14/2011 7:24,47,127,0.133279,0.000075,0.133204,13,9,1018,1071,148,465,3.426611,22,2089,613,6.128504,3.50211,2.334719,flow=Background-TCP-Established
147.32.84.94,147.32.80.13,tcp,35156,80,RST,0,0,17152,66600,1,1,8/14/2011 7:24,8/14/2011 7:26,63,63,0.00037,0.00007,0.0003,17,19,4367,3715,3237,2453,163.45694,36,8082,5690,0.214124,0.097885,0.110121,flow=To-Background-CVUT-Proxy
178.77.71.27,147.32.87.29,tcp,4530,3389,RST,0,0,62615,64240,10,0,8/14/2011 7:24,8/14/2011 7:24,118,128,0.021176,0.000512,0.020664,75,117,5963,126040,1545,119684,1.979713,192,132003,121229,96.47863,37.379158,59.240345,flow=Background-TCP-Established
178.77.71.27,147.32.86.95,tcp,4790,3389,RST,0,0,64075,64240,10,1,8/14/2011 7:24,8/14/2011 7:24,118,127,0.021221,0.000529,0.020692,70,95,5659,111528,1541,106360,5.913621,165,117187,107901,27.732586,11.667978,15.954849,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3639,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:24,8/14/2011 7:24,127,50,0.026361,0.026271,0.00009,15,24,1029,29963,139,28641,0.215897,39,30992,28780,176.009857,64.845741,121.300339,flow=Background-TCP-Established
64.202.189.170,147.32.85.9,tcp,80,52830,RST,0,0,0,0,38,1,8/14/2011 7:24,8/14/2011 7:24,90,63,0,0,0,1,1,60,60,0,0,0.000949,2,120,0,1053.740723,0,0,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3640,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:24,8/14/2011 7:24,127,53,0.016598,0.016584,0.000014,25,50,1631,69340,141,66614,0.17027,75,70971,66755,434.603882,155.99205,318.831909,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,1758,3389,RST,0,0,65535,64187,10,0,8/14/2011 7:24,8/14/2011 7:24,118,128,0.021585,0.000781,0.020804,80,117,6267,132325,1549,125975,1.810085,197,138592,127524,108.282204,43.64436,64.863609,flow=Background-TCP-Established
109.183.202.47,147.32.84.19,tcp,49711,993,RST,0,0,103544,6912,10,1,8/14/2011 7:24,8/14/2011 8:00,246,63,0.22294,0.000014,0.222926,41,43,3339,10555,897,8203,2168.783691,84,13894,9100,0.03827,0.018444,0.022513,flow=Background-TCP-Established
109.183.202.47,147.32.84.19,tcp,45624,993,RST,0,0,73600,9088,10,1,8/14/2011 7:24,8/14/2011 8:00,246,63,0.239528,0.000014,0.239514,59,62,4689,41404,1179,38026,2173.840332,121,46093,39205,0.055202,0.026681,0.032621,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3641,80,FIN,0,0,64741,5840,1,14,8/14/2011 7:24,8/14/2011 7:24,127,50,0.026184,0.02617,0.000014,14,23,969,28342,139,27074,0.215987,37,29311,27213,166.676697,60.188808,115.912712,flow=Background-TCP-Established
38.101.148.126,147.32.84.2,tcp,50168,80,FIN,0,0,17536,6912,16,1,8/14/2011 7:24,8/14/2011 7:24,48,63,0.18748,0.000014,0.187466,7,7,730,2456,248,1978,8.80162,14,3186,2226,1.477001,0.681694,0.681694,flow=Background-TCP-Established
147.32.84.166,147.32.80.79,tcp,42456,6667,CON,0,0,501,1024,1,1,8/14/2011 7:24,8/14/2011 8:24,63,63,0,0,0,239,178,17791,17269,2017,5521,3597.405029,417,35060,7538,0.115639,0.066159,0.049204,flow=Background
147.32.84.166,213.232.93.3,tcp,38703,6667,CON,0,0,501,91,1,17,8/14/2011 7:24,8/14/2011 8:24,63,47,0,0,0,250,131,18694,15679,2194,7033,3599.441895,381,34373,9227,0.105572,0.069177,0.036117,flow=Background
147.32.86.20,87.98.230.229,tcp,3642,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:24,8/14/2011 7:24,127,53,0.016405,0.016385,0.00002,13,21,913,25791,143,24631,0.135,34,26704,24774,244.444427,101.196655,168.612732,flow=Background-TCP-Established
147.32.84.170,209.85.148.106,tcp,41539,80,FIN,0,0,14720,363008,1,9,8/14/2011 7:24,8/14/2011 7:24,63,55,0.008815,0.008673,0.000142,4,2,272,140,0,0,0.01783,6,412,0,280.42627,168.255753,109.385254,flow=From-Normal-V44-Stribrek
178.77.71.27,147.32.87.29,tcp,2662,3389,RST,0,0,65535,64187,10,0,8/14/2011 7:24,8/14/2011 7:24,118,128,0.022365,0.000593,0.021772,76,110,6025,127512,1547,121540,1.565246,186,133537,123087,118.192284,47.915791,70.602806,flow=Background-TCP-Established
78.45.180.189,147.32.84.227,tcp,63481,21,CON,0,0,65348,64904,10,1,8/14/2011 7:24,8/14/2011 8:11,118,127,0.009562,0.000097,0.009465,94,78,5912,7581,631,3357,2848.460449,172,13493,3988,0.060032,0.032649,0.027034,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3643,80,FIN,0,0,64687,5840,1,14,8/14/2011 7:24,8/14/2011 7:24,127,50,0.026157,0.026142,0.000015,16,28,1091,35966,141,34428,0.243641,44,37057,34569,176.489182,61.56599,124.146492,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3644,80,FIN,0,0,64153,5840,1,11,8/14/2011 7:24,8/14/2011 7:24,127,53,0.016445,0.016426,0.000019,15,23,1033,28930,143,27662,0.135124,38,29963,27805,273.822571,117.827263,185.344315,flow=Background-TCP-Established
66.249.72.170,147.32.87.38,tcp,56987,80,FIN,0,0,31936,66560,15,0,8/14/2011 7:24,8/14/2011 7:24,49,128,0.103506,0.000309,0.103197,14,11,1211,13573,279,12839,6.208796,25,14784,13118,3.865484,2.093804,1.637874,flow=Background-TCP-Established
78.45.180.189,147.32.84.227,tcp,63451,2718,FIN,0,0,65592,65535,10,1,8/14/2011 7:24,8/14/2011 7:24,118,127,0.009531,0.000093,0.009438,5,6,306,1920,0,1568,0.05124,11,2226,1568,195.160034,78.196785,97.757446,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,3437,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:24,8/14/2011 7:24,118,128,0.021016,0.000422,0.020594,80,118,6255,136011,1537,129601,1.669323,198,142266,131138,118.011917,47.324574,71.014626,flow=Background-TCP-Established
147.32.86.20,193.93.174.21,tcp,3645,80,FIN,0,0,65535,65379,1,9,8/14/2011 7:24,8/14/2011 7:24,127,119,0.01653,0.016516,0.000014,24,64,1586,83805,156,80317,1.053925,88,85391,80473,82.548569,21.823183,60.731495,flow=Background-TCP-Established
178.77.71.27,147.32.86.95,tcp,3926,3389,RST,0,0,65535,64240,10,1,8/14/2011 7:24,8/14/2011 7:24,118,127,0.021005,0.000384,0.020621,74,96,5901,111588,1543,106360,1.986865,170,117489,107903,85.058624,36.741299,48.312962,flow=Background-TCP-Established
90.183.39.17,147.32.84.14,tcp,48282,80,FIN,0,0,6912,7040,11,1,8/14/2011 7:24,8/14/2011 7:24,53,63,0.004771,0.000076,0.004695,5,5,921,475,583,137,0.009352,10,1396,720,962.360962,431.080963,431.220367,flow=Background-TCP-Established
147.32.84.162,147.32.80.13,tcp,60911,80,RST,0,0,65404,65696,1,1,8/14/2011 7:24,8/14/2011 7:25,127,63,0.001149,0.000018,0.001131,5,3,948,472,648,296,60.388145,8,1420,944,0.115917,0.066238,5.227801,flow=To-Background-CVUT-Proxy
178.77.71.27,147.32.87.29,tcp,4453,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:24,8/14/2011 7:24,118,128,0.020786,0.000396,0.02039,72,116,5783,132496,1545,126194,1.6448,188,138279,127739,113.691635,43.166344,70.845963,flow=Background-TCP-Established
78.45.180.189,147.32.84.227,tcp,63433,2719,FIN,0,0,65520,65535,10,1,8/14/2011 7:24,8/14/2011 7:24,118,127,0.009605,0.000015,0.00959,5,4,306,415,0,177,0.038352,9,721,177,208.59407,104.337845,78.253387,flow=Background-TCP-Established
77.93.2.81,147.32.85.101,tcp,65396,80,FIN,0,0,65700,6912,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.048149,0.00047,0.047679,13,21,1267,26040,487,24882,0.439357,34,27307,25369,75.109764,27.351673,45.569817,flow=Background-TCP-Established
66.249.66.54,147.32.84.2,tcp,63560,80,FIN,0,0,14528,6912,12,1,8/14/2011 7:24,8/14/2011 7:24,52,63,0.019367,0.000152,0.019215,8,6,869,4167,333,3763,2.287318,14,5036,4096,5.683512,3.060353,2.204547,flow=Background-TCP-Established
147.32.87.54,147.32.80.13,tcp,3359,3128,FIN,0,0,64240,65535,0,1,8/14/2011 7:24,8/14/2011 7:24,128,63,0.000344,0.000329,0.000015,7,9,789,7844,373,7340,16.30405,16,8633,7713,0.920017,0.368007,0.490694,flow=To-Background-CVUT-Proxy
77.93.2.81,147.32.85.101,tcp,65436,80,FIN,0,0,65152,6912,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.053426,0.000422,0.053004,10,14,1113,15926,513,15146,0.369067,24,17039,15659,62.319305,24.428375,35.264278,flow=Background-TCP-Established
147.32.84.184,199.59.149.200,tcp,58551,443,FIN,0,0,20440,9373,1,20,8/14/2011 7:24,8/14/2011 7:24,63,44,0.17899,0.178779,0.000211,12,11,2266,7120,1558,6502,20.767269,23,9386,8060,1.059359,0.534274,0.485708,flow=Background-TCP-Established
178.77.71.27,147.32.86.95,tcp,1343,3389,RST,0,0,65535,64240,10,1,8/14/2011 7:24,8/14/2011 7:24,118,127,0.020697,0.000396,0.020301,68,96,5543,111608,1545,106386,5.678029,164,117151,107931,28.707144,11.79987,16.794086,flow=Background-TCP-Established
77.93.2.81,147.32.85.101,tcp,65492,80,FIN,0,0,65064,7248,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.048035,0.000392,0.047643,13,20,1484,25097,704,23993,0.411504,33,26581,24697,77.763519,29.192463,46.216114,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3646,80,FIN,0,0,65535,5840,1,13,8/14/2011 7:24,8/14/2011 7:24,127,51,0.026102,0.026088,0.000014,15,24,1029,29963,139,28641,0.215138,39,30992,28780,176.630814,65.074509,121.69828,flow=Background-TCP-Established
147.32.84.24,65.54.51.253,tcp,49331,443,RST,0,0,16430336,64240,1,15,8/14/2011 7:24,8/14/2011 7:24,127,49,0.128883,0.128869,0.000014,10,8,2912,6218,2336,5772,0.656396,18,9130,8108,25.899,13.711236,13.283413,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,1537,3389,RST,0,0,65535,64187,10,0,8/14/2011 7:24,8/14/2011 7:24,118,128,0.020815,0.000305,0.02051,75,112,5971,123760,1553,117668,2.622268,187,129731,119221,70.930969,28.219847,42.674202,flow=Background-TCP-Established
77.93.2.81,147.32.85.101,tcp,65534,80,FIN,0,0,65168,6912,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.053433,0.000439,0.052994,10,14,1076,15909,476,15129,0.364556,24,16985,15605,63.090443,24.726023,35.702808,flow=Background-TCP-Established
78.45.180.189,147.32.84.227,tcp,63315,2720,FIN,0,0,65604,65535,10,1,8/14/2011 7:24,8/14/2011 7:24,118,127,0.009636,0.000089,0.009547,5,4,306,331,0,93,0.038484,9,637,93,207.878601,104.231812,78.135178,flow=Background-TCP-Established
77.93.2.81,147.32.85.101,tcp,49210,80,FIN,0,0,65700,7104,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.045558,0.000418,0.04514,12,19,1349,23840,629,22790,0.362065,31,25189,23419,82.858055,30.426664,49.772289,flow=Background-TCP-Established
147.32.86.20,80.239.207.156,tcp,3647,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:24,8/14/2011 7:24,127,53,0.038008,0.037994,0.000014,12,20,858,23483,148,22377,0.308966,32,24341,22525,100.334663,35.602623,70.121567,flow=Background-TCP-Established
77.93.2.81,147.32.85.101,tcp,49257,80,FIN,0,0,65064,7248,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.045592,0.000435,0.045157,13,20,1484,25097,704,23993,0.445121,33,26581,24697,71.890564,26.993164,42.72678,flow=Background-TCP-Established
147.32.84.131,74.125.232.216,tcp,50442,443,FIN,0,0,17920,12416,1,9,8/14/2011 7:24,8/14/2011 7:28,63,55,0.007909,0.00783,0.000079,21,16,5731,2419,4337,1355,222.981094,37,8150,5692,0.161449,0.089694,0.067273,flow=Background-TCP-Established
77.93.2.81,147.32.85.101,tcp,49320,80,FIN,0,0,65188,6912,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.053518,0.000371,0.053147,10,14,1076,15889,476,15109,0.365799,24,16965,15585,62.87606,24.654089,35.574722,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3648,80,FIN,0,0,65535,5840,1,13,8/14/2011 7:24,8/14/2011 7:24,127,51,0.026448,0.026434,0.000014,14,23,969,28342,139,27074,0.217763,37,29311,27213,165.317337,59.697926,115.066971,flow=Background-TCP-Established
77.93.2.81,147.32.85.101,tcp,49357,80,FIN,0,0,65700,7136,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.048251,0.000407,0.047844,17,29,1665,37254,645,35664,0.497056,46,38919,36309,90.533058,32.22097,56.377846,flow=Background-TCP-Established
77.93.2.81,147.32.85.101,tcp,49423,80,FIN,0,0,65420,7184,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.048197,0.000406,0.047791,5,5,969,579,669,279,0.164799,10,1548,948,54.61198,24.361425,24.331938,flow=Background-TCP-Established
77.93.2.81,147.32.85.101,tcp,49438,80,FIN,0,0,65700,7296,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.048126,0.000369,0.047757,9,13,1266,14115,726,13389,0.304404,22,15381,14115,68.987267,26.333288,39.469139,flow=Background-TCP-Established
82.53.73.214,147.32.85.84,tcp,49266,13716,FIN,0,0,524280,14528,20,1,8/14/2011 7:24,8/14/2011 7:24,44,63,0.082935,0.000261,0.082674,13,11,1025,924,155,190,2.344555,24,1949,345,9.809964,5.118242,4.420015,flow=Background-TCP-Established
77.93.2.81,147.32.85.101,tcp,49479,80,FIN,0,0,65700,7312,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.048011,0.000387,0.047624,9,13,1275,15314,735,14588,0.310019,22,16589,15323,67.737785,25.865358,38.755684,flow=Background-TCP-Established
130.208.78.81,147.32.84.229,tcp,63697,13363,FIN,0,0,17384,65429,19,1,8/14/2011 7:24,8/14/2011 7:24,109,127,0.055992,0.000112,0.05588,11,10,748,705,106,135,1.854072,21,1453,241,10.787067,5.393534,5.00476,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3649,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:24,8/14/2011 7:24,127,53,0.016383,0.016369,0.000014,27,50,1751,69340,141,66614,0.169901,77,71091,66755,447.319336,169.36676,319.151703,flow=Background-TCP-Established
77.93.2.81,147.32.85.101,tcp,49515,80,FIN,0,0,65064,7216,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.048093,0.000383,0.04771,13,20,1465,25097,685,23993,0.460647,33,26562,24678,69.467514,26.075563,41.280655,flow=Background-TCP-Established
77.93.2.81,147.32.85.101,tcp,49579,80,FIN,0,0,65212,6912,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.045454,0.000372,0.045082,10,14,1076,15867,476,15087,0.323079,24,16943,15563,71.190018,27.90715,40.284222,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3650,80,FIN,0,0,65535,5840,1,13,8/14/2011 7:24,8/14/2011 7:24,127,51,0.026536,0.026522,0.000014,15,24,1029,29963,139,28641,0.216761,39,30992,28780,175.308289,64.587265,120.909447,flow=Background-TCP-Established
77.93.2.81,147.32.85.101,tcp,49629,80,FIN,0,0,64848,14600,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.048438,0.000766,0.047672,11,14,3837,13321,3189,12529,0.432944,25,17158,15718,55.434422,23.127644,30.080198,flow=Background-TCP-Established
66.249.72.170,147.32.87.38,tcp,43789,80,FIN,0,0,40640,66560,15,0,8/14/2011 7:24,8/14/2011 7:24,49,128,0.103266,0.000307,0.102959,17,15,1508,17608,378,16610,7.874022,32,19116,16988,3.936997,2.031998,1.801639,flow=Background-TCP-Established
212.242.167.212,147.32.84.229,tcp,20256,13363,FIN,0,0,65552,65386,14,1,8/14/2011 7:24,8/14/2011 7:24,114,127,0.034228,0.000091,0.034137,10,8,731,607,149,148,1.145618,18,1338,297,14.839152,7.856022,6.300392,flow=Background-TCP-Established
77.93.2.81,147.32.85.101,tcp,49685,80,FIN,0,0,65700,7296,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.050552,0.000365,0.050187,9,13,1266,14115,726,13389,0.318745,22,15381,14115,65.883392,25.13447,37.690811,flow=Background-TCP-Established
77.93.2.81,147.32.85.101,tcp,49734,80,FIN,0,0,64628,7120,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.050975,0.000404,0.050571,9,12,1179,13423,639,12751,0.268194,21,14602,13390,74.572884,29.90263,41.076965,flow=Background-TCP-Established
147.32.84.170,209.85.148.99,tcp,50841,80,FIN,0,0,14720,363008,1,9,8/14/2011 7:24,8/14/2011 7:24,63,55,0.008833,0.00872,0.000113,4,2,272,140,0,0,0.017833,6,412,0,280.379059,168.227448,109.902184,flow=From-Normal-V44-Stribrek
77.93.2.81,147.32.85.101,tcp,49758,80,FIN,0,0,65700,7256,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.045175,0.0004,0.044775,9,13,1247,14115,707,13389,0.285781,22,15362,14096,73.482841,28.053047,42.049053,flow=Background-TCP-Established
77.93.2.81,147.32.85.101,tcp,49785,80,FIN,0,0,65420,7176,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.053733,0.00038,0.053353,5,5,967,578,667,278,0.237974,10,1545,945,37.819256,16.857082,16.835442,flow=Background-TCP-Established
178.77.71.27,147.32.86.95,tcp,4074,3389,RST,0,0,48717,64240,10,1,8/14/2011 7:24,8/14/2011 7:24,118,127,0.020935,0.000392,0.020543,100,162,7457,208299,1539,199513,2.029551,262,215756,201052,128.599869,48.779263,80.178841,flow=Background-TCP-Established
77.93.2.81,147.32.85.101,tcp,49808,80,FIN,0,0,64848,7248,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.045574,0.00042,0.045154,9,12,1244,13201,704,12529,0.26868,21,14445,13233,74.437988,29.840837,41.004993,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3651,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:24,8/14/2011 7:24,127,50,0.026244,0.026153,0.000091,15,23,1029,28342,139,27074,0.21611,38,29371,27213,171.209106,64.781822,115.824219,flow=Background-TCP-Established
77.93.2.81,147.32.85.101,tcp,49833,80,FIN,0,0,64848,7248,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.050917,0.000394,0.050523,9,12,1244,13201,704,12529,0.29237,21,14445,13233,68.406471,27.419889,37.674328,flow=Background-TCP-Established
77.93.2.81,147.32.85.101,tcp,49870,80,FIN,0,0,65360,7144,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.05355,0.000295,0.053255,12,18,1369,21773,649,20777,0.421738,30,23142,21426,68.763069,30.395557,40.337605,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3652,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:24,8/14/2011 7:24,127,53,0.016339,0.016325,0.000014,13,21,913,25791,143,24631,0.134735,34,26704,24774,244.925217,101.338516,168.904648,flow=Background-TCP-Established
77.93.2.81,147.32.85.101,tcp,49919,80,FIN,0,0,64576,7136,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.106893,0.061634,0.045259,16,27,1607,34723,647,33241,0.437964,43,36330,33888,95.898293,34.304848,69.088303,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,1148,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:24,8/14/2011 7:24,118,128,0.021604,0.000532,0.021072,76,111,6015,122132,1537,116100,1.918084,187,128147,117637,96.971771,39.101521,58.007332,flow=Background-TCP-Established
109.183.119.246,147.32.84.19,tcp,38547,995,RST,0,0,11680,741376,12,1,8/14/2011 7:24,8/14/2011 7:24,52,63,0.000172,0.000172,0,2,1,134,74,0,0,0.049862,3,208,0,40.110706,20.055353,0,flow=Background-TCP-Established
77.93.2.81,147.32.85.101,tcp,49965,80,FIN,0,0,65700,7144,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.048125,0.00037,0.047755,16,26,1609,32424,649,30990,0.389957,42,34033,31639,105.139793,38.50478,64.170525,flow=Background-TCP-Established
147.32.86.20,193.93.174.21,tcp,3653,80,FIN,0,0,64945,65379,1,9,8/14/2011 7:24,8/14/2011 7:24,127,119,0.016398,0.016384,0.000014,21,65,1406,85552,156,82010,0.947162,86,86958,82166,89.741776,21.115713,68.760048,flow=Background-TCP-Established
77.93.2.81,147.32.85.101,tcp,49992,80,FIN,0,0,65420,7184,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.042746,0.000379,0.042367,5,5,969,579,669,279,0.160938,10,1548,948,55.922157,24.951345,24.91296,flow=Background-TCP-Established
66.249.66.10,147.32.87.36,tcp,56491,80,FIN,0,0,20352,5440,12,0,8/14/2011 7:24,8/14/2011 7:24,52,64,0.019172,0.000251,0.018921,10,8,976,6691,308,6155,2.546625,18,7667,6463,6.675502,3.534089,2.769512,flow=To-Background-CVUT-WebServer
77.93.2.81,147.32.85.101,tcp,50010,80,FIN,0,0,65700,7296,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.046016,0.000966,0.04505,9,13,1266,14115,726,13389,0.373787,22,15381,14115,56.181732,21.433987,32.187027,flow=Background-TCP-Established
77.93.2.81,147.32.85.101,tcp,50057,80,FIN,0,0,65700,7144,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.048194,0.000409,0.047785,16,26,1609,33319,649,31885,0.388535,42,34928,32534,105.524597,38.662983,64.412071,flow=Background-TCP-Established
77.93.2.81,147.32.85.101,tcp,50097,80,FIN,0,0,64280,7144,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.055934,0.000378,0.055556,13,20,1429,25883,649,24779,0.516559,33,27312,25428,61.948391,23.251038,36.808796,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,2098,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:24,8/14/2011 7:24,118,128,0.021418,0.000804,0.020614,83,124,6435,136704,1537,129964,2.516905,207,143139,131501,81.84655,32.579697,49.293045,flow=Background-TCP-Established
77.93.2.81,147.32.85.101,tcp,50152,80,FIN,0,0,65700,7144,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.045331,0.00034,0.044991,14,23,1489,29082,649,27816,0.372703,37,30571,28465,96.59166,34.969269,59.08213,flow=Background-TCP-Established
147.32.86.88,147.228.52.22,tcp,50631,1713,CON,0,0,254,5840,1,9,8/14/2011 7:24,8/14/2011 8:14,127,55,0,0,0,12,6,1566,1206,882,882,3000.331299,18,2772,1764,0.005666,0.003666,0.001667,flow=Background
90.183.39.17,147.32.87.27,tcp,54659,80,FIN,0,0,6912,6912,11,0,8/14/2011 7:24,8/14/2011 7:24,53,64,0.000926,0.000014,0.000912,5,5,894,472,556,134,0.002832,10,1366,690,3177.966309,1439.884888,1419.446411,flow=Background-TCP-Established
77.93.2.81,147.32.85.101,tcp,50188,80,FIN,0,0,65420,7184,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.04806,0.000442,0.047618,5,5,969,579,669,279,0.168163,10,1548,948,53.519501,23.875607,23.849131,flow=Background-TCP-Established
77.93.2.81,147.32.85.101,tcp,50203,80,FIN,0,0,65700,7296,18,1,8/14/2011 7:24,8/14/2011 7:24,110,63,0.046004,0.000762,0.045242,9,13,1266,14115,726,13389,0.294458,22,15381,14115,71.317474,27.219587,40.858578,flow=Background-TCP-Established
